publication_number,country_code,filing_date,grant_date,assignee_name,cpc_codes,title_tr,forward_citations,total_citations_count
TR-2022019598-U5,TR,20221218,0,ERZURUM ASKALE MESLEKI VE TEKNIK ANADOLU LISESI ASKALE NENEHATUN,"",Yatmaz yürüteç,"",0
TR-2022019590-A2,TR,20221218,0,SEKER MEHMET SALIH,"","Buluş, Ülkemizde olduğu gibi Avrupa Ülkelerindede yakın zamanda uygulanması öngörülen tütünle mücadele kapsamında tütün ve nargile tütünü kullanılmasını ortadan kaldırmak için içerisinde tütün olmadan nargile melası üretimi ile ilgilidir.","",0
TR-2022019565-A2,TR,20221217,0,GURN FATMA GESGEL,"",Bir İçecek,"",0
TR-2022019566-A2,TR,20221217,0,ATAS RAMAZAN,"",Çi̇ğ köfteni̇n servi̇s edi̇lmesi̇ esnasinda yoğurt-kaymak karişiminin kullanimi,"",0
TR-2022019576-U5,TR,20221217,0,ADIYAMAN MERKEZ BILIM VE SANAT MERKEZI; DURMUS MERYEM DILA; TOKUR FUAT; ASLAN MEHMET ARIF; GUEMUES MUSTAFA; DOGAN TALAT; LEBA MUHAMMED KUERSAD; CELIK MUSTAFA,"",İtme kalemtiraş,"",0
TR-2022019584-A2,TR,20221217,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Kaynak kodlar i̇çeri̇si̇ndeki̇ hassas veri̇leri̇n tespi̇t edi̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2022019571-U4,TR,20221217,0,KALENDERER ERKAN,"",Yari mobi̇l ve tam mobi̇l olabi̇len fi̇zi̇k tedavi̇ ve rehabi̇li̇tasyon si̇stemi̇,"",0
TR-2022019577-U5,TR,20221217,0,KOVUK MARIN TURIZM LTD SIRKETI,"",Açik alanlar i̇çi̇n şi̇şi̇ri̇lebi̇li̇r mi̇nder yapilanmasi,"",0
TR-2022019575-A2,TR,20221217,0,DEMIRAY AYSEL,"",Koruyucu di̇ş jeli̇ ve di̇ş macunu kompozi̇syonu,"",0
TR-2022019586-A2,TR,20221217,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Deprem durumunda enerji̇ tasarrufundaki̇ hücreleri̇n akti̇fleşti̇ri̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2022019581-A2,TR,20221217,0,KILIC HAKAN,"",Tiroid İnce İğne Aspirasyon Biyopsisi için Suction Aparatı,"",0
TR-2022019585-A2,TR,20221217,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Proje yatirim skoru hesaplanmasini sağlayan bi̇r si̇stem,"",0
TR-2022019569-U5,TR,20221217,0,PROCOMPO MAKINA BIYOLOJIK UERUENLER ITHALAT IHRACAT SANAYI VE TICARET LTD SIRKETI,"",Çok fonksi̇yonlu kompost maki̇nesi̇,"",0
TR-2022019570-A2,TR,20221217,0,CLAROSS TEKSTIL TURIZM SANAYI VE TICARET ANONIM SIRKETI,"",Çitçitli külot,"",0
TR-2022019578-U5,TR,20221217,0,MALATYA YESILYURT MALATYA BILIM VE SANAT MERKEZI MUEDUERLUEGUE; GIRIS ARES; DOGRU TURANALP; CANPOLAT MURAT,"",Tam görmeyen bi̇reyleri̇n basketbol oynayabi̇lmesi̇ i̇çi̇n bi̇r yöntem,"",0
TR-2022019567-A2,TR,20221217,0,IRI CELAL,B01D46/682; B01D46/10; D06C7/02,Ramöz maki̇neleri̇nde otomati̇k fi̇ltre temi̇zleme si̇stemi̇,"",0
TR-2022019546-A2,TR,20221216,0,TOFAS TUERK OTOMOBIL FABRIKASI ANONIM SIRKETI,"",Bi̇r plasti̇k jant aksesuari,"",0
TR-2022019531-A1,TR,20221216,0,DESTEK ARASTIRMA VE GELISTIRME BILISIM ELEKTRONIK MEKATRONIK SANAYI VE TICARET LTD SIRKETI; CINAL UTKU; CINAL ULAS,G07C9/27; G07C9/257; G06F21/6254; G06F21/32,Kvkk kanununa uygun pdks ci̇haz ve yazilim tabani,"",0
TR-2022019538-A2,TR,20221216,0,BURSA ULUDAG UENIVERSITESI,"",Teksti̇l materyalleri̇ i̇çi̇n in house spektrobi̇yal etki̇nli̇k testi̇,"",0
TR-2022019520-A2,TR,20221216,0,LIKUA ENDUESTRIYEL AMBALAJ MALZEMELERI SANAYI VE TICARET LTD SIRKETI,B65D2519/0097; B65D2519/00676; B65D2519/00233; B65D2519/00333; B65D2519/00323; B65D2519/00273; B65D19/385; B65D88/16,İsti̇fleme plakasina sahi̇p bi̇r taşima çuvali,"",0
TR-2022019508-A2,TR,20221216,0,IMAS MAKINA SANAYIANONIM SIRKETI,B29B13/045; A01K5/00; F26B3/06; F26B2200/02; F26B25/002,Pelet soğutucu için pelet boşaltma ünitesi,"",0
TR-2022019556-A2,TR,20221216,0,T C ANKARA UENIVERSITESI REKTOERLUEGUE; DUEZCE UENIVERSITESI REKTOERLUEGUE STRATEJI GELISTIRME DAIRE BASKANLIGI,G01N33/942,Zehi̇rli̇ mantarlarin ve mantar zehi̇rlenmeleri̇ni̇n teşhi̇si̇ne olanak sağlayan halusi̇nojeni̇k etki̇ye sahi̇p psi̇losi̇bi̇n molekülü i̇çi̇n bi̇r kart testi̇,"",0
TR-2022019528-A2,TR,20221216,0,TOFAS TUERK OTOMOBIL FABRIKASI ANONIM SIRKETI,"",Taşitlarda tavan dayanimini artirmak i̇çi̇n bi̇r kafes yapilanmasi,"",0
TR-2022019482-A1,TR,20221216,0,"","",Proteinlerin İzolasyonu ve Tanımlanması Prosedürlerinde Kullanılan Bir Solüsyon,"",0
TR-2022019513-A2,TR,20221216,0,IMAS MAKINA SANAYIANONIM SIRKETI,B01F35/454; B01F35/605,Çift şaftlı padıllı mikser boşaltma kapağı için dairesel kilitleme sistemi,"",0
TR-2022019504-U4,TR,20221216,0,ARC GRUP MOBILYA DAYANIKLI TUEKETIM MALLARI SANAYI VE TICARET LTD SIRKETI,"",Yatak deneme kabi̇ni̇,"",0
TR-2022019540-A2,TR,20221216,0,TURK TELEKOMUNIKASYON AS,"",Akim alma kutusu,"",0
TR-2022019506-A2,TR,20221216,0,ARCELIK AS,"",Bi̇r fi̇ltreleme elemani i̇çeren ev ci̇hazi,"",0
TR-2022019515-A2,TR,20221216,0,IMAS MAKINA SANAYIANONIM SIRKETI,B01F35/605; B01F35/452; B01F27/70,Çift şaftlı padıllı mikser boşaltma kapağı için lineer kilitleme sistemi,"",0
TR-2022019535-A2,TR,20221216,0,BURSA ULUDAG UENIVERSITESI; HARPUT TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,C08F230/02; C08K5/5313; C08K5/3445; C08F226/06,Poli (Dimetil vinilfosfonik asit-vinil imidazole) Kopolimerinin Güç Tutuşur Malzeme Yapımında Kullanımı,"",0
TR-2022019505-A2,TR,20221216,0,BASKENT UENIVERSITESI,"",Probiyotik bir lokum üretim yöntemi.,"",0
TR-2022019491-A2,TR,20221216,0,"",E04H5/12; F24S10/55; F28D1/04; F28D20/0052; F24T10/10,Eahe (toprak hava isi deği̇şti̇ri̇ci̇si̇) kullanilan jeotermal güç çevri̇mi̇,"",0
TR-2022019516-A2,TR,20221216,0,VESTEL BEYAZ ESYA SANAYI VE TICARET ANONIM SIRKETI,"",Bir tutamağa sahip bir soğutucu cihaz.,"",0
TR-2022019514-A2,TR,20221216,0,IMAS MAKINA SANAYIANONIM SIRKETI,B01F35/6052; B01F35/454,Çift şaftlı padıllı mikser boşaltma kapağı için plakalı kilitleme sistemi,"",0
TR-2022019494-A2,TR,20221216,0,MOGUL TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,"",Dokusuz kumaş üreti̇m yöntemi̇,"",0
TR-2022019552-A2,TR,20221216,0,T C ANKARA UENIVERSITESI REKTOERLUEGUE; DUEZCE UENIVERSITESI REKTOERLUEGUE STRATEJI GELISTIRME DAIRE BASKANLIGI,G01N33/5308,Mantar toksi̇ni̇ olan gi̇romi̇tri̇n ve metaboli̇tleri̇ni̇n tanisi i̇çi̇n kart test,"",0
TR-2022019524-A2,TR,20221216,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Si̇nyalleşme anomali̇leri̇ni̇n uçuş süresi̇ kontrolüyle tespi̇t edi̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2022019548-A2,TR,20221216,0,SOLODOVNIK SERGII ANATOLIYOVYCH,A63B2225/093; A63B2220/805; A63B2220/30; A63B2071/065; A63B2022/067; A63B2022/0043; A63B2022/0041; A63B2022/0038; A63B22/0605; A63B21/157; A63B21/0058; A63B21/4033; A63B2071/065; A63B2225/093; A63B2220/805; A63B2220/30; A63B2208/0261; A63B2022/0033; A63B2022/0035; A63B2022/0038; A63B2022/0041; A63B2022/0043; A63B2022/067; A63B21/4033; A63B21/157; A63B21/0058; A63B22/0012; A63B2071/065; A63B21/4035; A63B21/4034; A63B21/157; A63B2225/093; A63B21/0058; A63B22/0605; A63B2220/805; A63B2220/30; A63B2208/0261; A63B22/0012; A63B22/001; A63B2022/0033; A63B2022/0035; A63B2022/0038; A63B2022/0041; A63B2022/0043; A63B2022/067; A63B22/001; A63B22/0664; A63B22/0664,"İnsan omuz kemeri, pelvik kemer ve gövde kaslarının (çeşitlerinin) eş zamanlı bir şekilde çalıştırılması için bir egzersiz makinesi","",0
TR-2022019537-A2,TR,20221216,0,SIPAY ELEKTRONIK PARA VE OEDEME HIZMETLERI ANONIM SIRKETI,"",Şimdi al sonra öde kredi türü odaklı risk skorlama yöntemi,"",0
TR-2022019554-U5,TR,20221216,0,KAPLAN ERDEM; YUECAL BURHAN,"",Kupa terapi̇si̇ aparati si̇bobu,"",0
TR-2022019547-A1,TR,20221216,0,MERCEDES BENZ TUERK AS,"",Ti̇treşi̇m gürültüleri̇ni̇n önlenmesi̇ i̇çi̇n araç i̇çleri̇nde mi̇ni̇ ti̇treşi̇m motorlarinin uygulanmasi,"",0
TR-2022019563-U4,TR,20221216,0,SANLIURFA HALILIYE CEAS ANADOLU LISESI,"",Asansör kabi̇ni̇ i̇çi̇n koltuk,"",0
TR-2022019488-A1,TR,20221216,0,PROAKTIF DIJITAL YOENETIM VE EGITIM SISTEMLERI LTD SIRKETI; CINER SAHIN,G06Q50/12; G06Q10/10; G06Q30/015; G06Q30/0201; G06Q30/0631; G06Q10/109; G06Q10/40,Çoklu deği̇şkenlere dayali kullanici bi̇lgi̇lendi̇rme ve yöneti̇m si̇stemi̇,"",0
TR-2022019562-U5,TR,20221216,0,MANISA BILIM VE SANAT MERKEZI MUEDUERLUEGUE; EMEKSIZ EZGI BEYZA; TEMEL NAZAN; ERKAN SABAN,"",Görsel ve sesli̇ uyari si̇stemli̇ kontrol mekani̇zmali sinav saati̇,"",0
TR-2022019496-U4,TR,20221216,0,ANKARA MEDIPOL UENIVERSITESI,"",Akilli beşi̇k si̇stemi̇,"",0
TR-2022019490-U5,TR,20221216,0,FATSA BILIM VE SANAT MERKEZI; UYAR EMIR KAGAN,"",El terletmeyen mouse,"",0
TR-2022019521-U5,TR,20221216,0,AGACKIRAN DAVUT,"",Hecemotomati̇k okumaya geçi̇ş yardimci ci̇hazi,"",0
TR-2022019474-A2,TR,20221216,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Keli̇me kökleri̇ni̇n doğru tespi̇t edi̇lmesi̇ni̇ sağlayan bi̇r si̇stem,"",0
TR-2022019502-A2,TR,20221216,0,TUERKIYE GARANTI BANKASI ANONIM SIRKETI,G06F16/217,Bi̇r tablo bakim si̇stemi̇,"",0
TR-2022019551-A1,TR,20221216,0,BOSCH SANAYI VE TICARET ANONIM SIRKETI,"",Yakit enjektörü test ci̇hazlari i̇çi̇n bi̇r yakit enjektörü bağlama adaptörü,"",0
TR-2022019545-A1,TR,20221216,0,HEMA ENDUESTRI ANONIM SIRKETI,"",Bi̇r sabi̇t debi̇li̇ çikişa ve bi̇r devi̇r sayisina göre deği̇şken debi̇li̇ çikişa sahi̇p di̇şli̇ pompa,"",0
TR-2022019472-A1,TR,20221216,0,IZMIR YUEKSEK TEKNOLOJI ENSTITUESUE REKTOERLUEGUE,A61K31/427; A61K31/421; C07D263/22; C07D413/06; A61P35/00,Ezeti̇mi̇b ve sentez ara ürünleri̇ i̇le i̇zopazopani̇b yapisindaki̇ molekülleri̇n anti̇kanser ajan olarak kullanilmasi,"",0
TR-2022019520-A1,TR,20221216,0,"",B65D2519/0097; B65D2519/00676; B65D2519/00233; B65D2519/00333; B65D2519/00323; B65D2519/00273; B65D19/385; B65D88/16,,"",0
TR-2022019500-A2,TR,20221216,0,TURK TELEKOMUNIKASYON AS,"",Fatura ödemesi̇ karşiliğinda yem/mama veri̇lmesi̇ yöntemi̇,"",0
TR-2022019536-U5,TR,20221216,0,YEO TEKNOLOJI ENERJI VE ENDUESTRI ANONIM SIRKETI,"",Açili batarya tutucu,"",0
TR-2022019503-A2,TR,20221216,0,CUKUROVA UENIVERSITESI REKTOERLUEGUE,"",Canli balik/su canlisi çeki̇mi̇ i̇çi̇n fotoğraf kutusu,"",0
TR-2022019542-A2,TR,20221216,0,TURK TELEKOMUNIKASYON AS,"",Ip kisitlama özelli̇ği̇ tanimlama si̇stemi̇,"",0
TR-2022019497-A2,TR,20221216,0,OPTIMA MUEHENDISLIK ANONIM SIRKETI,"",Manuel bari̇yerlerde kolay açma kapama mekani̇zmasi,"",0
TR-2022019541-A1,TR,20221216,0,GAZIANTEP GASTRONOMI AKADEMISI ANONIM SIRKETI,"",Gida i̇le etki̇leşi̇me hazir toz formunda tarhun sos,"",0
TR-2022019522-A1,TR,20221216,0,ZF LEMFOERDER AKS MODUELLERI SANAYI VE TICARET ANONIM SIRKETI,"",Araç bağlanti parçalari i̇çi̇n bi̇r koruyucu kilif,"",0
TR-2022019517-U5,TR,20221216,0,"","",Eğlenceli̇ okulum eği̇ti̇m ve öğreti̇m materyali̇,"",0
TR-2022019507-A1,TR,20221216,0,AKCOAT ILERI KIMYASAL KAPLAMA MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,"",Yüksek Opaklık Ve Genleşme Değerine Sahip Full Lappato Sır,"",0
TR-2022019519-A2,TR,20221216,0,DENIZEL DINC,"",Hidroloji veya Meteroloji Veri toplama cihazlarindaki sensörler için güç kaynağı,"",0
TR-2022019555-A2,TR,20221216,0,EKOLOG BILGI VE KARTLI SISTEM HIZMETLERI VE TICARET ANONIM SIRKETI,"",Psi̇kotekni̇k test ci̇hazi ve si̇stemi̇,"",0
TR-2022019523-U5,TR,20221216,0,TABO OTOMOTIV MAKINA SANAYI VE TICARET ANONIM SIRKETI,"",Halat kesme ve soyma maki̇nasi,"",0
TR-2022019486-A2,TR,20221216,0,VESTEL BEYAZ ESYA SANAYI VE TICARET ANONIM SIRKETI,"",Çamaşır kurutma fonksiyonuna sahip bir beyaz eşya.,"",0
TR-2022019495-A1,TR,20221216,0,LENTATEK UZAY HAVACILIK VE TEKNOLOJI ANONIM SIRKETI,"",Mühimmatlı sistemlerin montajı için bir montaj aparatı.,"",0
TR-2022019534-A2,TR,20221216,0,SIPAY ELEKTRONIK PARA VE OEDEME HIZMETLERI ANONIM SIRKETI,"",Sanal pos ödeme yöntemi̇,"",0
TR-2022019558-A2,TR,20221216,0,M P TEKNIK MAKINA DANISMANLIK INSAAT ANONIM SIRKETI,B65B57/14; B65B19/28; B65B19/30; B65B19/04,Modüler kontrollü besleme sistemi,"",0
TR-2022019510-A1,TR,20221216,0,ARCELIK AS,"",Bi̇r toz fi̇ltresi̇,"",0
TR-2022019553-A2,TR,20221216,0,TURK TELEKOMUNIKASYON AS,"",Kapi açilma uyari si̇stemi̇,"",0
TR-2022019476-U5,TR,20221216,0,KARACA ZUECCACIYE TICARET VE SANAYI ANONIM SIRKETI,"",Hava akimli pi̇şi̇rme ci̇hazi,"",0
TR-2022019549-A2,TR,20221216,0,MERCEDES BENZ TUERK AS,"",Araç kornasi olarak mems hoparlör uygulamasi,"",0
TR-2022019525-A2,TR,20221216,0,LUPAMAT MAKINA SANAYII ANONIM SIRKETI,"",Bi̇r ti̇p radyatör bakim yöntemi̇,"",0
TR-2022019557-A2,TR,20221216,0,TURK TELEKOMUNIKASYON AS,"",Vpn i̇zi̇n si̇stemi̇,"",0
TR-2022019518-A2,TR,20221216,0,TECHNOTRADE MUEHENDISLIK MAKINE IHRACAT SANAYI VE TICARET LTD SIRKETI,"",Model isitici,"",0
TR-2022019478-U5,TR,20221216,0,ERZURUM ASKALE MESLEKI VE TEKNIK ANADOLU LISESI ASKALE NENEHATUN,"",Yatağa dönüşen koltuk,"",0
TR-2022019512-A2,TR,20221216,0,IMAS MAKINA SANAYIANONIM SIRKETI,F26B25/10; F26B9/063; F26B23/10; F26B3/06,Pelet soğutucu için soğutma havası şartlandırma sistemi,"",0
TR-2022019370-A1,TR,20221215,0,UNIV ISTANBUL MEDIPOL,A61L26/0057; A61L26/008; A61K9/06; A61K47/32; A61K9/0014; A61K36/537; A61K36/752; A61P17/02,Salvia sclarea l. ve citrus aurantifolia l. i̇çeren yara i̇yi̇leşti̇rme etki̇li̇ jel formülasyonu,"",0
TR-2022019428-A1,TR,20221215,0,UNIV ISTANBUL MEDIPOL; ISTANBUL UENIVERSITESI CERRAHPASA REKTOERLUEGUE,"",ANTİKANSER AKTİVİTEYE SAHİP ÖZGÜN ß-HİDROKSİ KETON TÜREVİ BİLEŞİKLER,"",0
TR-2022019433-A1,TR,20221215,0,TUSAS TUERK HAVACILIK VE UZAY SANAYII ANONIM SIRKETI,B64D1/22,Bir taşıma mekanizması.,"",0
TR-2022019415-A2,TR,20221215,0,EGE UENIVERSITESI IDARI VE MALI ISLERDAIRE BSK,"",Nefes alabi̇li̇rli̇k ölçüm ci̇hazi,"",0
TR-2022019404-A2,TR,20221215,0,ILSAN TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,"",Yuvarlak örgü maki̇neleri̇nde elastan kaçiğini tespi̇t eden si̇stem,"",0
TR-2022019400-A1,TR,20221215,0,SERTECH DAYANIKLI TUEKETIM MALLARI SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r aktarma mekani̇zmasi,"",0
TR-2022019468-A2,TR,20221215,0,TAS FATIH; TAS NUREFSAN; BOLATLI ZAFER,"",Kullan-at ti̇pi̇ ocak arkasi koruma si̇stemi̇,"",0
TR-2022019464-U5,TR,20221215,0,MALATYA YESILYURT MALATYA BILIM VE SANAT MERKEZI MUEDUERLUEGUE; KURT ALPEREN; CANPOLAT MURAT,"",Perde korni̇şleri̇ni̇n doğru olarak monte edi̇lmesi̇ni̇ sağlamak i̇çi̇n bi̇r si̇stem,"",0
TR-2022019369-A1,TR,20221215,0,YILDIZ TEKNIK UENIVERSITESI DOENER SERMAYE ISLETME MUED; YILDIZ TEKNOLOJI TRANSFER OFISI ANONIM SIRKETI,"",Bor Katkılı Bir Cu3SbS3 İnce Filmi ve Üretim Yöntemi,"",0
TR-2022019394-A1,TR,20221215,0,TECHNOCAST OTOMOTIV SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r ütü i̇çi̇n bi̇r buhar kazani,"",0
TR-2022019418-U5,TR,20221215,0,AIC SPOR TESISLERI ISLETMECILIGI VE TICARET LTD SIRKETI,"",Vegan baklava,"",0
TR-2022019447-A2,TR,20221215,0,ANTALYA BILIM UENIVERSITESI,"",YÜKSEK TAŞIYICI MOBİLİTESİ VE KIRILMA ELEKTRİK ALAN DEĞERLERİNE SAHİP İKİ BOYUTLU AlInGaO BARİYER TABAKA İÇEREN TRANSİSTOR AYGIT YAPISI VE ÜRETİM YÖNTEMİ,"",0
TR-2022019444-A1,TR,20221215,0,ANKARA MEDIPOL UENIVERSITESI,A21D8/047; A21D2/265; A21D13/047; A21D13/04; A21D2/36,ANTİOKSİDAN ve BETA GLUKAN KAYNAĞI KAVUZSUZ ARPA EKMEĞİ,"",0
TR-2022019467-U5,TR,20221215,0,BLV ELEKTRIK ELEKTRONIK SANAYI VE TICARET LTD SIRKETI,"",Çok katmanli led ampul,"",0
TR-2022019416-U5,TR,20221215,0,KARAERLER MAKINA ENERJI TARIM GIDA ITHALAT IHRACAT SANAYI TICARET LTD SIRKETI,"",Soğuk pres malzeme presleme si̇stemi̇,"",0
TR-2022019368-A1,TR,20221215,0,TAV BILISIM HIZMETLERI ANONIM SIRKETI,"",Makine öğrenebilir alanlı kimlik okuma sistemi ve bunun çalışma yöntemi.,"",0
TR-2022019466-U5,TR,20221215,0,ERZURUM ASKALE MESLEKI VE TEKNIK ANADOLU LISESI ASKALE NENEHATUN,"",Akıllı Silgi,"",0
TR-2022019374-A2,TR,20221215,0,SERTECH DAYANIKLI TUEKETIM MALLARI SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r enjektör sikma düzeneği̇,"",0
TR-2022019393-A2,TR,20221215,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Servi̇s güvenli̇ği̇ni̇ sağlayan bi̇r yedekli̇li̇k si̇stemi̇,"",0
TR-2022019414-A1,TR,20221215,0,SANOVEL ILAC SANAYI VE TICARET ANONIM SIRKETI,"","Metformi̇n, pi̇ogli̇tazon ve bi̇r sglt-2 i̇nhi̇bi̇törü i̇çeren bi̇r farmasöti̇k formülasyon","",0
TR-2022019399-U5,TR,20221215,0,PAKSAN MAKINA SANAYI VE TICARET ANONIM SIRKETI,"",Si̇li̇ndi̇ri̇k si̇laj paketleme maki̇neleri̇nde zi̇nci̇r tahri̇kli̇ bantsiz düşürücü si̇stemi̇,"",0
TR-2022019363-U5,TR,20221215,0,TASDEMIR OEZGUEL OEZTUERK; CANGEL ERCAN; KINA MUHAMMED YASIR,"",Elektri̇kle çalişan otomati̇k kapilarin elektri̇k kesi̇nti̇si̇nde açilmasini sağlayacak kapi açma si̇stemi̇,"",0
TR-2022019372-A2,TR,20221215,0,TOKSAN YEDEK PARCA IMALAT TICARET VE SANAYI ANONIM SIRKETI,"",Menteşe eksen doğrulama üni̇tesi̇,"",0
TR-2022019361-U5,TR,20221215,0,TASDEMIR OEZGUEL OEZTUERK; TOPRAK FATIH; OGAN TOPRAK,"",Kolyeleri̇n koparak düşüp kaybolmasini önleyen sesli̇ uyarici si̇stem,"",0
TR-2022019422-A2,TR,20221215,0,TURKCELL TECHNOLOGY RESEARCH AND DEVELOPMENT CO,"",Network si̇stemleri̇nde kullanilan veri̇ tabani tablolarinda hizli entegrasyon oluşturulmasini sağlayan bi̇r si̇stem,"",0
TR-2022019455-A1,TR,20221215,0,MERCEDES BENZ TUERK AS,"",Yakit hatlari i̇çi̇n sizinti önleyi̇ci̇ uyarici si̇stem,"",0
TR-2022019388-A2,TR,20221215,0,OEZYEGIN UENIVERSITESI,A61H2201/0173; A61H2201/1215; A61H2201/123; A61H2201/1645; A61H2201/1642; A61H2003/007; A61H1/0244; A61H1/024; A61H1/0266; A61H2201/165; A61H3/00; B25J9/0006,Diş i̇skelet si̇stemleri̇nde kullanilmasi i̇çi̇n bi̇r bağlanti ci̇hazi,"",0
TR-2022019459-A2,TR,20221215,0,AYDIN SAVAS,"",Vr konsol oyunlari i̇çi̇n çok yönlü koşu bandi ve elektroni̇k algilama teknoloji̇si̇,"",0
TR-2022019398-A2,TR,20221215,0,OEZDILEK EV TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r ki̇şi̇ sayma si̇stemi̇ ve yöntemi̇,"",0
TR-2022019362-U5,TR,20221215,0,CANAKKALE BIGA BILIM VE SANAT MERKEZI; KAPANCI ZOEHRE OEZDEMIR; OENEM HUESEYIN,"",Kapatilabi̇len açik mutfak,"",0
TR-2022019367-U5,TR,20221215,0,DIYARBAKIR BAGLAR OEZEL EGITIM OKUL VE KURUMLARI BILIM VE SANAT MERKEZI; TARCAN ZEHRA; CEKEN TURGAY,"",Telefon tablet temi̇zleme mendi̇li̇,"",0
TR-2022019426-A2,TR,20221215,0,TOFAS TUERK OTOMOBIL FABRIKASI ANONIM SIRKETI,"",Bi̇r bağlanti kapsülü,"",0
TR-2022019406-A1,TR,20221215,0,UNIV ISTANBUL MEDIPOL,"",Kuersetin ile Zenginleştirilmiş Sperm Dondurma Solüsyonu,"",0
TR-2022019359-U5,TR,20221215,0,TOPRAK FATIH; DEMIRTAS OEZLEM; KIRI EREN EGE,"",Alzhei̇mer hastalarinin kaybolmasini engelleyen sesli̇ ve işikli uyari bi̇lekli̇ği̇,"",0
TR-2022019402-A2,TR,20221215,0,BURSALI TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,"",Tekstil Ürünlerinde Antosiyanin İle Bakteri Tayini Yapılmasını Sağlamak Üzere Boyama İşleminde Mordan Kullanımı,"",0
TR-2022019442-A2,TR,20221215,0,KASTAMONU UENIVERSITESI REKTOERLUEGUE,"",Akilli i̇malat modülü,"",0
TR-2022019454-A2,TR,20221215,0,"","",Ovalama tezgahlari bi̇lezi̇k çikiş yolluk aparati,"",0
TR-2022019401-A2,TR,20221215,0,MED MARINE KILAVUZLUK VE ROEMORKOER HIZMETLERI INSAAT SANAYI VE TICARET ANONIM SIRKETI,B67D9/00; B67D7/0492; A62C99/0018; A62C3/10; A62C3/065; B67D7/049,Kapali si̇stem metanol tanki havalandirma si̇stemi̇,"",0
TR-2022019441-U5,TR,20221215,0,TOPUZ EMAYE SOBA SANAYI VE TICARET LTD SIRKETI,"",Teleskopik kelepçeli boru,"",0
TR-2022019357-U5,TR,20221215,0,BEDIR FATMA NUR; ALTUNDAG EYMEN,"",Su baskinlarinda alt geçi̇tlere araç gi̇ri̇şi̇ni̇ kapatan si̇stem,"",0
TR-2022019403-A2,TR,20221215,0,BURSALI TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,"",Tekstil Ürünlerinde Antosiyanin İle Bakteri Tayini Yapılmasını Sağlamak Üzere Boyama Sürecinde Katyonikleştirme İşlemi Uygulanması,"",0
TR-2022019397-A2,TR,20221215,0,FIRAT UENIVERSITESI REKTOERLUEGUE,"",Kapali ortamlarda fotovoltai̇k panellerden elektri̇k üreti̇m si̇stemi̇,"",0
TR-2022019469-U5,TR,20221215,0,ERZURUM ASKALE MESLEKI VE TEKNIK ANADOLU LISESI ASKALE NENEHATUN,"",Laptopun gi̇zli̇ ayaklari,"",0
TR-2022019424-U5,TR,20221215,0,AIC SPOR TESISLERI ISLETMECILIGI VE TICARET LTD SIRKETI,"",Glütensi̇z si̇mi̇t,"",0
TR-2022019392-A2,TR,20221215,0,PAKSAN MAKINA SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r gps?li̇ tesvi̇ye küreği̇ maki̇nesi̇,"",0
TR-2022019445-A2,TR,20221215,0,KASTAMONU UENIVERSITESI REKTOERLUEGUE,"",TOZ METALURJİSİ YÖNTEMİ İLE YÜKSEK SICAKLIK UYGULAMALARI İÇİN Mo5SiB2-SiC KOMPOZİT MALZEME ÜRETİMİ,"",0
TR-2022019378-A2,TR,20221215,0,TUERKIYENIN OTOMOBILI GIRISIM GRUBU SANAYI VE TICARET ANONIM SIRKETI,"",Bi̇r genleşme tanki,"",0
TR-2022019458-U5,TR,20221215,0,FATSA BILIM VE SANAT MERKEZI; FEYZIOGLU NIHAD FARUK,"",Di̇pol anten yapim aparati,"",0
TR-2022019365-U5,TR,20221215,0,CANAKKALE BIGA BILIM VE SANAT MERKEZI; KAPANCI ZOEHRE OEZDEMIR; OENEM HUESEYIN,"",Taşinabi̇li̇r i̇mdat aparati,"",0
TR-2022019364-U5,TR,20221215,0,TOPRAK FATIH; KIVRAK ASI ARIN; CANGEL ERCAN,"",Sol şeri̇t i̇hlali̇ni̇ tespi̇t eden si̇stem,"",0
