firm_category,firm_name,publication_number,title,filing_date,filing_year,publication_date,priority_date,inventor,assignee_raw
SIVIL,TURKCELL,TR201820917A2,Anlik mesajlaşma uygulamalari üzeri̇nden sosyal sorumluluk servi̇si̇ sağlayan …,2018-12-28,2018,2019-03-21,2018-12-28,Anonim,Sirketi
SIVIL,TURKCELL,TR201904487A2,Afet bölgesi̇ bi̇lgi̇ toplama si̇stemi̇,2019-03-26,2019,2019-04-22,2019-03-26,Anonim,Sirketi
SIVIL,TURKCELL,TR201821002A2,Bi̇r avans i̇nternet kotasi sağlayan si̇stem,2018-12-28,2018,2019-01-21,2018-12-28,Anonim,Sirketi
SIVIL,TURKCELL,TR201820966A2,Bi̇r müşteri̇ davranişi yorumlama si̇stemi̇,2018-12-28,2018,2019-02-21,2018-12-28,Anonim,Sirketi
SIVIL,ARCELIK,TR201104078A1,Isı pompalı çamaşır kurutucu.,2011-04-26,2011,2012-11-21,2011-04-26,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201104077A1,Isı pompalı çamaşır kurutucu.,2011-04-26,2011,2012-11-21,2011-04-26,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106336A1,Hava soğutmalı kondenser içeren bir çamaşır yıkama ve kurutma makinası.,2011-06-27,2011,2013-01-21,2011-06-27,Anon�M,��Rket�
SIVIL,ARCELIK,TR201106334A1,Bir bulaşık makinası.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201010427T1,Isı pompalı kurutucu.,2009-07-07,2009,2011-05-23,2008-07-07,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200900786T1,Kondanser içeren bir soğutucu.,2007-10-02,2007,2009-06-22,2006-10-02,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201005131T1,Bir soğutucu,2008-11-27,2008,2010-12-21,2007-12-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201706501A2,Yüksekli̇ği̇ ayarlanabi̇len gövde rafi i̇çeren buzdolabi,2017-05-03,2017,2018-11-21,2017-05-03,Arcelik,As
SIVIL,ARCELIK,TR201720238T4,Nem kontrollü sebzelik içeren bir buzdolabı.,2014-10-02,2014,2018-06-21,2013-10-03,Arcelik,As
SIVIL,ARCELIK,TR201718720T3,Termik içeren elektrik motoru.,2012-12-21,2012,2017-12-21,2011-12-29,Arcelik,As
SIVIL,ARCELIK,TR201720153T4,Zorlanmış taşınımlı ısı değiştirici içeren bir soğutucu cihaz.,2013-09-30,2013,2018-01-22,2013-09-30,Arcelik,As
SIVIL,ARCELIK,TR201701647A2,Kapak i̇çi̇ndeki̇ hacmi̇n kullanildiği bi̇r çamaşir yikayici-kurutucu,2017-02-03,2017,2018-08-27,2017-02-03,Arcelik,As
SIVIL,ARCELIK,TR201719579T3,Kurutma performansi i̇yi̇leşti̇ri̇len bulaşik maki̇nesi̇,2014-04-21,2014,2019-05-21,2013-05-06,Arcelik,As
SIVIL,ARCELIK,TR201413632T1,Bir çamaşır makinesinde kullanılan etkinliği iyileştirilmiş yıkama ve durulama …,2013-02-28,2013,2015-03-23,2013-02-28,Arcelik,As
SIVIL,ARCELIK,TR201818081A2,Buhar üreteci̇ i̇çeren bi̇r firin,2018-11-28,2018,2020-06-22,2018-11-28,Arcelik,As
SIVIL,ARCELIK,TR201721419T4,Püskürtme cihazı içeren bir çamaşır kurutucu.,2014-10-27,2014,2018-03-21,2013-11-22,Arcelik,As
SIVIL,ARCELIK,TR201512648A2,İyi̇leşti̇ri̇lmi̇ş raf si̇stemi̇ ve kullanildiği soğutucu ci̇haz,2015-10-12,2015,2017-04-21,2014-11-03,Arcelik,As
SIVIL,ARCELIK,TR201701552A2,Koku gi̇deri̇ci̇ ci̇haz i̇çeren buzdolabi,2017-02-02,2017,2018-08-27,2017-02-02,Arcelik,As
SIVIL,ARCELIK,TR201719775T3,Yikama etki̇nli̇ği̇ artirilan bi̇r bulaşik maki̇nasi,2014-07-25,2014,2019-05-21,2013-08-06,Arcelik,As
SIVIL,ARCELIK,TR201701652A2,Kapak İçindeki Hacmin Kullanıldığı Bir Çamaşır Yıkayıcı-Kurutucu,2017-02-03,2017,2018-08-27,2017-02-03,Arcelik,As
SIVIL,ARCELIK,TR201507682A3,Multi-zone quasi-rezonans evi̇ri̇ci̇li̇ i̇ndüksi̇yon isiticili ocağin gürültü …,2015-06-23,2015,2017-06-21,2014-07-15,Arcelik,As
SIVIL,ARCELIK,TR201514002A1,Projektör tarafindan yansitilan görüntü i̇le kontrol edi̇len bi̇r ev ci̇hazi …,2015-11-09,2015,2017-05-22,2015-11-09,Arcelik,As
SIVIL,ARCELIK,TR201708697A2,Otomatik Kapı Açma Cihazı İçeren Bir Soğutucu Cihaz,2017-06-13,2017,2019-01-21,2017-06-13,Arcelik,As
SIVIL,ARCELIK,TR201706484A2,Çalişma performansi i̇yi̇leşti̇ri̇len bi̇r süpürge,2017-05-03,2017,2018-11-21,2017-05-03,Arcelik,As
SIVIL,ARCELIK,TR201503610A2,Bir su pınarında kullanılan güvenliği iyileştirilmiş çek valf mekanizması ve …,2015-03-25,2015,2016-10-21,2014-03-28,Arcelik,As
SIVIL,ARCELIK,TR201618054A2,Bi̇r ev ci̇hazi si̇stemi̇,2016-12-07,2016,2018-06-21,2016-12-07,Arcelik,As
SIVIL,ARCELIK,TR201613250A2,Bi̇r pi̇şi̇ri̇ci̇ ci̇hazda kullanilan aydinlatma vasitasi,2016-09-22,2016,2017-04-21,2015-10-08,Arcelik,As
SIVIL,ARCELIK,TR200807954T1,Bir buzdolabı,2007-04-30,2007,2009-02-23,2006-05-01,Anon�M,��Rket�
SIVIL,ARCELIK,TR201612420A2,Buz yapma üni̇tesi̇ne sahi̇p bi̇r buzdolabi,2016-09-02,2016,2018-03-21,2016-09-02,Arcelik,As
SIVIL,ARCELIK,TR201718646T4,Bir indüksiyon ısıtıcılı ocak.,2012-10-23,2012,2017-12-21,2011-11-04,Arcelik,As
SIVIL,ARCELIK,TR201801415A2,Patent TR201801415A2,2018-02-01,2018,2018-09-21,2017-03-10,Arcelik,As
SIVIL,ARCELIK,TR201113318A1,Yüksekliği değiştirilebilen bir raf içeren bir soğutucu.,2011-12-30,2011,2013-08-22,2011-12-30,Arcelik,As
SIVIL,ARCELIK,TR201921414A2,Filtre içeren bir çamaşır yıkama makinesi,2019-12-25,2019,2021-07-26,2019-12-25,Arcelik,As
SIVIL,ARCELIK,TR201709376A2,İyi̇leşti̇ri̇lmi̇ş sizdirmazlik performansina sahi̇p isitma çekmecesi̇,2017-06-23,2017,2018-01-22,2016-07-01,Arcelik,As
SIVIL,ARCELIK,TR201703225A2,Patent TR201703225A2,2017-03-02,2017,2017-12-21,2016-03-08,Arcelik,As
SIVIL,ARCELIK,TR201904343A2,Kanat i̇çeren bi̇r çamaşir maki̇nesi̇,2019-03-22,2019,2020-10-21,2019-03-22,Arcelik,As
SIVIL,ARCELIK,TR201618082A2,Bi̇r su yumuşatma üni̇tesi̇ i̇çeren bi̇r yikayici,2016-12-08,2016,2018-06-21,2016-12-08,Arcelik,As
SIVIL,ARCELIK,TR201618097A2,Su deposu i̇çeren bi̇r firin,2016-12-08,2016,2018-06-21,2016-12-08,Arcelik,As
SIVIL,ARCELIK,TR201617595A1,Deterjan Etkinliği Arttırılan Bir Bulaşık Makinası,2016-12-01,2016,2018-06-21,2016-12-01,Arcelik,As
SIVIL,ARCELIK,TR201615841A2,Su tüketi̇mi̇ azaltilan bi̇r bulaşik maki̇nasi,2016-11-07,2016,2018-05-21,2016-11-07,Arcelik,As
SIVIL,ARCELIK,TR201615332A2,Bi̇r bulaşik maki̇nesi̇,2016-10-27,2016,2017-05-22,2015-11-10,Arcelik,As
SIVIL,ARCELIK,TR201004202T1,Bir elektrik motoru.,2008-11-27,2008,2010-11-22,2007-12-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106337A1,Bölme sıcaklığının ayarlanmasını sağlayan bir düğme içeren bir soğutucu.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201206973T1,Bir yazar kasa.,2010-12-17,2010,2013-01-21,2009-12-31,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201011022A1,Taşınabilir bellek girişi içeren bir fırın.,2010-12-28,2010,2012-07-23,2010-12-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201011270A1,Bir yıkayıcı/kurutucu.,2010-12-31,2010,2012-07-23,2010-12-31,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106343A1,Soğutma etkinliği artırılan bir buzdolabı.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106329A1,Soğutma ünitesi içeren bir buzdolabı.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200908127T1,Bir yıkayıcı/ kurutucu,2008-07-03,2008,2010-04-21,2007-07-04,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201203183T1,Kırışıklıkları önleyen bir çamaşır kurutma makinası.,2010-09-29,2010,2012-09-21,2009-10-01,Anon�M,��Rket�
SIVIL,ARCELIK,TR200905039T1,Bir ocak.,2007-12-28,2007,2009-11-23,2006-12-29,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200806093T1,Bir soğutucu,2007-03-30,2007,2009-11-23,2006-03-31,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200900512T1,Bir soğutucu,2007-07-20,2007,2009-06-22,2006-07-26,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200900549T1,Bir çamaşır makinası,2007-07-26,2007,2009-06-22,2006-07-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200900787T1,Bir buzdolabı,2007-10-10,2007,2009-06-22,2006-10-13,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200904142T1,Su tankı olan bir çamaşır makinası,2007-12-12,2007,2009-11-23,2006-12-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200906616T1,Bir soğutucu.,2008-04-02,2008,2010-03-22,2007-04-02,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201102178T1,Parçalı stator.,2009-10-21,2009,2011-08-22,2008-10-30,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201206111T1,Bir fırın.,2010-12-16,2010,2013-01-21,2009-12-30,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106327A1,Hareketli bir taşıyıcı içeren bir soğutucu.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106342A1,Filtreleme ünitesi içeren bir çamaşır makinası.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201104273A1,Enerji tüketimi azaltılan fırın.,2011-05-02,2011,2012-11-21,2011-05-02,Anon�M,��Rket�
SIVIL,ARCELIK,TR200904037T1,Bir soğutucu.,2007-12-26,2007,2009-10-21,2006-12-28,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200906510T1,Bir paketleme elemanı.,2008-04-02,2008,2010-02-22,2007-04-02,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200804510T1,Bir yıkayıcı,2007-02-28,2007,2008-11-21,2006-03-01,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200808270T1,Bir çamaşır makinası,2007-06-29,2007,2012-01-23,2006-06-30,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201010888A1,Mutfak mobilyası,2010-12-24,2010,2012-07-23,2010-12-24,Anon�M,��Rket�
SIVIL,ARCELIK,TR201005128T1,Bir fırın.,2008-12-06,2008,2011-02-21,2007-12-31,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200908301T1,Bir fırın,2008-06-05,2008,2010-03-22,2007-06-08,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201106328A1,Termoelektrik ısı pompası içeren bir çamaşır kurutucu.,2011-06-27,2011,2013-01-21,2011-06-27,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR201010882A1,Bir ozon üretici içeren kurutucu.,2010-12-24,2010,2012-07-23,2010-12-24,Anon�M,��Rket�
SIVIL,ARCELIK,TR200904140T1,GPS ünitesi olan bir bulaşık makinası,2007-12-25,2007,2009-11-23,2006-12-25,Anoni̇m,Şi̇rketi̇
SIVIL,ARCELIK,TR200808269T1,Bir yıkayıcı/kurutucu,2007-07-04,2007,2009-02-23,2006-07-04,Anon�M,��Rket�
SIVIL,ARCELIK,TR201819232A2,Sicak i̇çecek hazirlama maki̇nasi,2018-12-12,2018,2020-06-22,2018-12-12,Arcelik,As
SIVIL,ARCELIK,TR201612515A2,Kontrollü egzoz si̇stemi̇ne sahi̇p bi̇r firin,2016-09-02,2016,2018-03-21,2016-09-02,Arcelik,As
SIVIL,ARCELIK,TR201605764A2,Bi̇r buzdolabinda kullanilmaya uygun olan kapi tutamaği si̇stemi̇,2016-05-03,2016,2016-11-21,2015-05-06,Arcelik,As
SIVIL,ARCELIK,TR201718889T3,Çamaşır yıkama ve kurutma makinası.,2013-09-04,2013,2019-05-21,2012-09-24,Arcelik,As
SIVIL,ARCELIK,TR201712570A2,Bi̇r portati̇f temi̇zli̇k ci̇hazi,2017-08-23,2017,2019-03-21,2017-08-23,Arcelik,As
SIVIL,ARCELIK,TR201611097A2,İnce Film Isıtıcılı Isıtma Elemanı Yapısı,2016-08-08,2016,2018-02-21,2016-08-08,Arcelik,As
SIVIL,ARCELIK,TR201709828A2,Fransız Tarzı Kapılar İçeren Bir Buzdolabı,2017-07-04,2017,2019-01-21,2017-07-04,Arcelik,As
SIVIL,ARCELIK,TR201720272T3,Bir bulaşık makinesinde kullanılan iyileştirilmiş taşma sifonu ve kullanıldığı …,2013-10-08,2013,2018-01-22,2013-10-08,Arcelik,As
SIVIL,ARCELIK,TR201706492A2,Bir Sepet İçeren Bir Bulaşık Makinesi,2017-05-03,2017,2018-11-21,2017-05-03,Arcelik,As
SIVIL,ARCELIK,TR201917582A2,Katlanabi̇li̇r raf i̇çeren soğutucu ci̇haz,2019-11-12,2019,2021-05-21,2019-11-12,Arcelik,As
SIVIL,ARCELIK,TR201618090A1,Isitici i̇çeren bi̇r firin,2016-12-08,2016,2018-06-21,2016-12-08,Arcelik,As
SIVIL,ARCELIK,TR201718650T3,Bir taşıyıcı içeren bir çamaşır kurutucu.,2012-10-31,2012,2018-01-22,2011-11-04,Arcelik,As
SIVIL,ARCELIK,TR201617591A2,Kapi rafi separatörü i̇çeren bi̇r buzdolabi,2016-12-01,2016,2018-06-21,2016-12-01,Arcelik,As
SIVIL,ARCELIK,TR201615835A1,Ev ci̇hazinda kullanilmaya uygun bi̇r kablo tutucu,2016-11-07,2016,2018-05-21,2016-11-07,Arcelik,As
SIVIL,ARCELIK,TR201615950A1,Bi̇r yerel tarama uygulamasi kullanan lcd ci̇hazlarin veri̇mli̇li̇ği̇ni̇n i̇yi̇ …,2016-11-08,2016,2018-05-21,2016-11-08,Arcelik,As
SIVIL,ARCELIK,TR201720201A2,Bi̇r bi̇tki̇ yeti̇şti̇rme kabi̇ni̇,2017-12-12,2017,2019-06-21,2017-12-12,Arcelik,As
SIVIL,ARCELIK,TR201615184A2,Yan tel raf taşiyicilara sahi̇p bi̇r firinda kullanilan bi̇r tel raf,2016-10-26,2016,2017-06-21,2015-12-07,Arcelik,As
SIVIL,ARCELIK,TR201615962A1,Bi̇r yumurta pi̇şi̇rme ve soyma ci̇hazi,2016-11-08,2016,2018-05-21,2016-11-08,Arcelik,As
SIVIL,ARCELIK,TR201615989A1,Montaj kolayliği sağlanan bi̇r davlumbaz grubu,2016-11-08,2016,2018-05-21,2016-11-08,Arcelik,As
SIVIL,ARCELIK,TR201616483A2,Isi yayilimi ve montaji i̇yi̇leşti̇ri̇lmi̇ş elektri̇k motoru,2016-11-15,2016,2017-07-21,2015-12-29,Arcelik,As
SIVIL,ARCELIK,TR201612430A2,Portati̇f i̇kli̇mlendi̇rme ci̇hazi,2016-09-02,2016,2018-03-21,2016-09-02,Arcelik,As
SIVIL,ARCELIK,TR202016384A1,Uv işik kaynaği i̇çeren bi̇r ev ci̇hazi,2020-10-14,2020,2022-04-21,2020-10-14,Arcelik,As
SIVIL,ARCELIK,TR201611561A2,Bi̇r ev ci̇hazinda kullanilan elektri̇k bağlantisi vasitasi,2016-08-17,2016,2017-03-21,2015-09-04,Arcelik,As
SIVIL,ARCELIK,TR201604473A2,Üzeri̇nde mutfak ci̇hazi çaliştirilan i̇ndüksi̇yon isiticili ocak,2016-04-06,2016,2017-10-23,2016-04-06,Arcelik,As
SIVIL,ARCELIK,TR201618100A2,Sürekli̇ miknatisli senkron elektri̇k motoru,2016-12-08,2016,2018-06-21,2016-12-08,Arcelik,As
SIVIL,ARCELIK,TR201618089A2,Patent TR201618089A2,2016-12-08,2016,2018-06-21,2016-12-08,Arcelik,As
SIVIL,ARCELIK,TR201615156A2,İyi̇leşti̇ri̇lmi̇ş bi̇r baca kanali si̇stemi̇ i̇çeren gazli firin,2016-10-25,2016,2017-06-21,2015-12-07,Arcelik,As
SAVUNMA,STM,TR201809643T4,Hassas konum belirleme yöntemi (INS ve radar altimetre seyrüsefer),2015-12-25,2015,2018-07-23,2015-01-14,Çak Serkan,Stm Savunma Teknolojileri Mühendislik Ve Ticaret Anonim Şirketi
SAVUNMA,STM,TR201000065A2,Yüzey açıklıklarında akış kaynaklı rezonans sönümleyici kabin (Denizaltı akustik sönümleme),2010-01-06,2010,2011-01-21,2010-01-06,Çevik Fatih,Stm Savunma Teknolojileri Müh. Ve Tic. A.Ş.
SAVUNMA,STM,TR201820834A2,Sürü formasyon kontrol sistemi ve yöntemi (Taktik Vurucu İHA Sürü Zekâsı),2018-12-28,2018,2019-02-21,2018-12-28,STM Ar-Ge Ekibi,Stm Savunma Teknolojileri Mühendislik Ve Ticaret Anonim Şirketi
SAVUNMA,STM,TR200910122A2,Dikey rüzgâr tüneli hava değişim menfezi (Aerodinamik test altyapısı),2009-12-31,2009,2011-01-21,2009-12-31,Çevik Fatih,Stm Savunma Teknolojileri Müh. Ve Tic. A.Ş.
SAVUNMA,STM,US10353079B2,Precise positioning method (3D GPS-denied autonomous navigation),2015-12-25,2015,2019-07-16,2015-01-14,Soysal Gökhan,Stm Savunma Teknolojileri Mühendislik Ve Ticaret Anonim Şirketi
