firm_category,firm_name,publication_number,title,filing_date,filing_year,publication_date,priority_date,inventor,assignee_raw
SAVUNMA,HAVELSAN,TR201808941A2,Plaka tanima si̇stemi̇ kamera görüntüleri̇ kullanilarak emni̇yet kemer i̇hlal …,2018-06-25,2018,2018-09-21,2018-06-25,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201723113A2,Havadan çekilen görüntüler vasıtasıyla kenevir benzeri narkotik bitkinin …,2017-12-29,2017,2019-07-22,2017-12-29,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2021020173A2,Ptz kameralarin kali̇brasyon ve yöneti̇m yöntemi̇,2021-12-16,2021,2023-03-21,2021-12-16,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR202021699A2,5g ve ötesi̇ ağlarda ağ di̇li̇mleme i̇çi̇n kaynak atama i̇çi̇n bi̇r yöntem,2020-12-25,2020,2022-07-21,2020-12-25,A,S
SAVUNMA,HAVELSAN,TR201723107A2,Havadan çekilen görüntüler vasıtasıyla haşhaş benzeri narkotik bitkinin …,2017-12-29,2017,2019-07-22,2017-12-29,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201604477A2,Aviyonik test sunucusu,2016-04-06,2016,2016-09-21,2016-04-06,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201608513A2,Görüntülü mühimmat ve lazer değerlendirme sistemi,2016-06-21,2016,2018-01-22,2016-06-21,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2021021757A2,İnsansiz kara araçlari i̇çi̇n taki̇p mekani̇zmasi,2021-12-30,2021,2023-07-21,2021-12-30,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2021014085A2,Tecrübe i̇le sürekli̇ öğrenen otonom sanal si̇mülatör varliklari,2021-09-08,2021,2021-09-21,2021-09-08,A,S
SAVUNMA,HAVELSAN,TR2022004897A1,Di̇ji̇tal görüntü üzeri̇ndeki̇ nesneleri̇n hi̇bri̇tleşti̇ri̇lmi̇ş resnet ve …,2022-03-30,2022,2023-10-23,2022-03-30,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201722570A2,Doğrusal fi̇ltre kaydirmali hi̇perspektral-multi̇spektral kamera,2017-12-28,2017,2019-07-22,2017-12-28,A,S
SAVUNMA,HAVELSAN,TR2021016506A2,Uçan araba trafi̇k yöneti̇m bi̇lgi̇ si̇stemi̇,2021-10-22,2021,2023-01-23,2021-10-22,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR202021592A2,Askeri̇ eki̇pmanlarin mobi̇l üreti̇mi̇ i̇çi̇n bi̇r yöntem,2020-12-24,2020,2022-07-21,2020-12-24,A,S
SAVUNMA,HAVELSAN,TR201922850A1,Araçtan bağimsiz hapti̇k arayüzü,2019-12-31,2019,2021-07-26,2019-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR202100887A1,İnsansiz kara araçlari i̇çi̇n palet gergi̇ mekani̇zmasi,2021-01-21,2021,2022-08-22,2021-01-21,A,S
SAVUNMA,HAVELSAN,TR202022704A1,Araçlarda yağ anali̇zi̇ i̇çi̇n bi̇r si̇stem,2020-12-31,2020,2022-07-21,2020-12-31,A,S
SAVUNMA,HAVELSAN,TR202022726A2,İnsansiz hava ve kara araçlarindan oluşan karma sürülerle yapay zekâ tabanli …,2020-12-31,2020,2022-07-21,2020-12-31,A,S
SAVUNMA,HAVELSAN,TR202022706A1,Mi̇cro mems tabanli yağ anali̇zi̇ sensör si̇stemi̇,2020-12-31,2020,2022-07-21,2020-12-31,A,S
SAVUNMA,HAVELSAN,TR202021733A1,Deni̇z platformlarinda si̇nti̇ne suyu anali̇zi̇ tabanli bi̇r bakim anali̇z si̇ …,2020-12-25,2020,2022-07-21,2020-12-25,A,S
SAVUNMA,HAVELSAN,TR202021707A1,Enerji̇ hatlarinda i̇ha i̇le kaçak enerji̇ tespi̇ti̇ i̇çi̇n bi̇r si̇stem ve …,2020-12-25,2020,2022-07-21,2020-12-25,A,S
SAVUNMA,HAVELSAN,TR202021717A1,Rgb kamera görüntüleri̇nden kenevi̇r tespi̇ti̇ i̇çi̇n deri̇n öğrenme temelli̇ …,2020-12-25,2020,2022-07-21,2020-12-25,A,S
SAVUNMA,HAVELSAN,TR202021631A1,Mühi̇mmat depolama ve bakimi i̇çi̇n bi̇r sensör si̇stemi̇,2020-12-24,2020,2022-07-21,2020-12-24,A,S
SAVUNMA,HAVELSAN,TR202021704A1,5g ve ötesi̇ ağ yapilarinda kullanicidan kullaniciya önbellekleme i̇çi̇n bi̇r …,2020-12-25,2020,2022-07-21,2020-12-25,A,S
SAVUNMA,HAVELSAN,TR202021653A1,Parmak tabanli elektroni̇k anahtar üreti̇mi̇ i̇çi̇n bi̇r yöntem,2020-12-24,2020,2022-07-21,2020-12-24,A,S
SAVUNMA,HAVELSAN,TR202021620A1,Askeri̇ mobi̇l çevi̇k eklemeli̇ üreti̇m tesi̇si̇,2020-12-24,2020,2022-07-21,2020-12-24,A,S
SAVUNMA,HAVELSAN,TR2021017056A2,Tek kameradan yöneli̇mi̇ di̇kkate alan üç boyutlu nesne tespi̇t yöntemi̇,2021-11-02,2021,2022-10-21,2021-11-02,A,S
SAVUNMA,HAVELSAN,TR202021651A1,Mühi̇mmat depolama bakim i̇zleme i̇çi̇n bi̇r yöntem,2020-12-24,2020,2022-07-21,2020-12-24,A,S
SAVUNMA,HAVELSAN,TR202012628A2,Hi̇perspektral görüntülerden sinir güvenli̇ği̇ i̇çi̇n tehdi̇t algilama si̇stemi …,2020-08-11,2020,2022-02-21,2020-08-11,A,S
SAVUNMA,HAVELSAN,TR202012599A2,Mermi̇ ti̇pi̇ne göre yapisal ömür hesabi i̇çi̇n bi̇r si̇stem,2020-08-11,2020,2022-02-21,2020-08-11,A,S
SAVUNMA,HAVELSAN,TR202012515A2,Hi̇perspektral görüntülerden hava tarama si̇stemi̇,2020-08-10,2020,2022-02-21,2020-08-10,A,S
SAVUNMA,HAVELSAN,TR202001227A2,Görüntü i̇şleme tekni̇kleri̇yle gerçek zamanli opti̇k form anlamlandirmasi i̇çi …,2020-01-28,2020,2021-08-23,2020-01-28,A,S
SAVUNMA,HAVELSAN,TR201922848A2,İkli̇mlendi̇rme kontrolü i̇çi̇n anlik kullanici terci̇hleri̇ ve kümülati̇f …,2019-12-31,2019,2021-07-26,2019-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201922853A1,Karma gerçekli̇k si̇stemleri̇ i̇çi̇n üç boyutlu yüzey hapti̇k arayüzü,2019-12-31,2019,2021-07-26,2019-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR202012471A2,Hi̇perspektral görüntülerden güneş paneli̇ tespi̇ti̇ i̇çi̇n bi̇r si̇stem,2020-08-10,2020,2022-02-21,2020-08-10,A,S
SAVUNMA,HAVELSAN,TR201922836A2,Ntds veri̇ i̇zleme ci̇hazi,2019-12-31,2019,2021-07-26,2019-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR202101257A2,Güvenli̇ ve güveni̇li̇r artirilmiş gerçekli̇k uygulamalari geli̇şti̇ri̇lmesi̇ i …,2021-01-27,2021,2021-08-23,2020-02-19,A,S
SAVUNMA,HAVELSAN,TR201922660A1,Görüntüden ki̇şi̇ eşkali̇ teşhi̇si̇ i̇çi̇n bi̇r yöntem,2019-12-30,2019,2022-10-21,2019-12-30,A,S
SAVUNMA,HAVELSAN,TR201922842A2,Bi̇r radar fi̇ltreleme ve yayinlama düzeneği̇,2019-12-31,2019,2021-07-26,2019-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201001873U,Gerçek silah sisteminin radar yayınını emüle eden radar yayın cihaz yapılanması …,2010-03-11,2010,2010-04-21,2010-03-11,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR201908414A2,Ni̇teli̇k tabanli siniflandiricilar i̇le yapay zeka tabanli eşkal tespi̇ti̇ …,2019-05-31,2019,2020-12-21,2019-05-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201002069A2,Elektronik oy pusulası.,2010-03-18,2010,2010-11-22,2010-03-18,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR201108856A2,Gemi veri dağıtım sistemi.,2011-09-08,2011,2012-02-21,2011-09-08,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2021021410A2,Ateşli̇ si̇lahlarin namlusuna bağlanarak kullanilan aparatlar i̇çi̇n bi̇r ki̇li …,2021-12-28,2021,2022-10-21,2021-12-28,A,S
SAVUNMA,HAVELSAN,TR2021021537A2,Torpi̇do test seti̇,2021-12-29,2021,2022-10-21,2021-12-29,A,S
SAVUNMA,HAVELSAN,TR2022010269A1,Blockchain temelli̇ sağlik/tibbi̇ rapor yöneti̇m si̇stemi̇,2022-06-21,2022,2024-01-22,2022-06-21,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022014197A2,Olay yeri̇ parmak i̇zleri̇nde poz kesti̇ri̇mi̇ne yöneli̇k bi̇r yöntem,2022-09-13,2022,2024-01-22,2022-09-13,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022015369A1,Ptz kamera görüntüleri̇ üzeri̇nde deri̇n öğrenme yöntemleri̇ i̇le kavga tespi̇ …,2022-10-07,2022,2024-04-22,2022-10-07,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022019819A2,Müzi̇k ri̇tmi̇ne ve hareket tanima algori̇tmasina dayali vi̇deo düzenleme …,2022-12-20,2022,2024-01-22,2022-12-20,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022021738A1,Gemi̇leri̇n borda numarasinin okunmasi i̇le i̇lgi̇li̇ bi̇r yöntem,2022-12-30,2022,2024-07-22,2022-12-30,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022021699A1,İnsansiz kara araçlari i̇çi̇n komuta ve kontrol yöntemi̇,2022-12-30,2022,2024-07-22,2022-12-30,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2023005908A1,İnsansiz otonom si̇stemler i̇çi̇n li̇der-taki̇pçi̇ sürü kontrol yöntemi̇ ve bu …,2023-05-24,2023,2024-02-21,2023-05-24,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2023006798A1,Bi̇r opti̇mal yüz tespi̇t si̇stemi̇ ve metodu,2023-06-09,2023,2024-12-23,2023-06-09,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2024001077A1,Taarruz görevleri̇ i̇çi̇n kisitlar ve çoklu kri̇terler göz önünde …,2024-01-30,2024,2025-08-21,2024-01-30,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR201102168U,Isı Ve Nem Ölçen Veri Toplayıcı Cihaz.,2011-03-07,2011,2011-04-21,2011-03-07,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR201002163A2,Bir elektronik oylama sistemi ve yöntemi.,2010-03-22,2010,2010-12-21,2010-03-22,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR201002201A2,Bir oylama cihazı,2010-03-23,2010,2010-11-22,2010-03-23,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2023011529A1,Gerçek zamanli i̇şleti̇m si̇stemi̇ olan bi̇r platformda pencereleme ve …,2023-09-15,2023,2024-11-21,2023-09-15,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2022000384A2,Sürü görsel hedef füzyonu,2022-01-12,2022,2023-07-21,2022-01-12,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022018556A1,Ptz kamera görüntüleri̇ üzeri̇nde deri̇n öğrenme yöntemleri̇ i̇le emni̇yet …,2022-12-05,2022,2024-06-21,2022-12-05,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022015993A1,Kablolu bağlanti üzeri̇nden ci̇haz ki̇mli̇ği̇ni̇n ve parmak i̇zi̇ni̇n …,2022-10-21,2022,2024-05-21,2022-10-21,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2024014384A1,Havadan erken i̇hbar kontrol uçaği (hi̇k) ve si̇lahli/i̇nsansiz hava araci (s/i …,2024-10-22,2024,2025-12-22,2024-10-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2024012364A2,Deprem bölgesel yoğunluk anali̇zi̇ ve opti̇mum kurtarma atama si̇stemi̇ ve …,2024-09-17,2024,2026-03-23,2024-09-17,Anoni̇m,Şi̇rketi̇
SAVUNMA,HAVELSAN,TR2024010527A1,Mobi̇l ci̇hazlar kullanilarak hava araçlarinin ve kara bi̇rli̇kleri̇ni̇n bi̇rbi …,2024-08-12,2024,2025-12-22,2024-08-12,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022016164A2,"Parmak i̇zi̇ eşleşti̇rmeye yöneli̇k özelli̇k, skor ve sira füzyonu temelli̇ …",2022-10-25,2022,2024-05-21,2022-10-25,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022016962A1,Görüntü üzeri̇nde nesne ve nesneni̇n konumunun tespi̇ti̇ i̇çi̇n bi̇r yöntem,2022-11-09,2022,2024-05-21,2022-11-09,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201503818A2,Kabin içi kablosuz eğlence sistemi,2015-03-27,2015,2016-10-21,2015-03-27,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201609185A2,Gerçek zamanlı analog video-Ethernet dönüştürücü cihazı,2016-06-29,2016,2016-09-21,2016-06-29,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201605250A2,Dai̇resel topoloji̇ ağ yapilanmasi,2016-04-22,2016,2016-07-21,2016-04-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201620465A2,Bi̇r güveni̇li̇r i̇leti̇şi̇m metodu,2016-12-31,2016,2018-07-23,2016-12-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022017180A2,Ön kurulumsuz ultra geni̇ş bant tabanli i̇ki̇ referans noktali i̇ç-diş ortam …,2022-11-14,2022,2024-01-22,2022-11-14,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201616647A2,Silah ve savaş yönetim sistemleri arasındaki bir ateşleme ara yüz birimi,2016-11-17,2016,2018-05-21,2016-11-17,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR201619665A3,Radar uyumlandırma birimi,2016-12-27,2016,2018-09-21,2016-12-27,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022018222A1,İnsansiz kara araçlari i̇çi̇n gece ve gündüz i̇nsansiz hava araci tespi̇ti̇ni̇ …,2022-11-30,2022,2024-06-21,2022-11-30,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2024009949A1,Olasilik ve yansima anali̇zi̇ i̇le uçuş zamanli kamera kali̇brasyon yöntemi̇,2024-07-31,2024,2026-02-23,2024-07-31,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2024009365A1,Yazilim gereksi̇ni̇mleri̇ni̇ kali̇te faktörleri̇ ve büyük di̇l modeli̇ destekli …,2024-07-19,2024,2026-01-21,2024-07-19,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2022020994A1,Işik kaynaklarinin konum bi̇ldi̇ri̇mi̇ i̇le kameradan tespi̇t edi̇lerek …,2022-12-28,2022,2024-07-22,2022-12-28,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023002161A1,Deri̇n öğrenme algori̇tmalarini besleyebi̇lmek i̇çi̇n senteti̇k görüntü üreti̇ …,2023-02-27,2023,2024-09-23,2023-02-27,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023005189U4,Orta ve ağir sinif i̇nsansiz kara araçlari i̇çi̇n gpu tabanli görüntü i̇şleme …,2023-05-10,2023,2024-11-21,2023-05-10,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023003174A1,Cep telefonu kamerasi i̇le çeki̇len fotoğrafta i̇şaretlenen noktanin …,2023-03-23,2023,2024-02-21,2023-03-23,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023003221A2,Çok katmanli data anahtarlama donanimi,2023-03-24,2023,2024-10-21,2023-03-24,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023019516A1,Heli̇kopter si̇mülatörleri̇ i̇çi̇n rotor freni̇ yetki̇lendi̇rme mekani̇zmasi,2023-12-29,2023,2024-11-21,2023-12-29,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023019678A1,İnsansiz kara araçlari i̇çi̇n geri̇ bi̇ldi̇ri̇mli̇ taki̇p mekani̇zmasi,2023-12-29,2023,2025-07-21,2023-12-29,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023005255A1,Bi̇r opti̇mal araç plaka tanima si̇stemi̇ ve metodu,2023-05-11,2023,2024-11-21,2023-05-11,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023008829A1,Olay yeri̇ parmak i̇zi̇ görünütleri̇ni̇n otomati̇k olarak yeni̇den ölçeklendi̇ …,2023-07-26,2023,2025-02-21,2023-07-26,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023019119A2,İnsansiz hava araçlarinin radyo frekansi kullanilarak di̇nami̇k bi̇r şeki̇lde …,2023-12-28,2023,2025-07-21,2023-12-28,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023013301A1,Vi̇deo görüntüleri̇nde gerçek zamanli koşu tespi̇ti̇ ve taki̇bi̇ i̇çi̇n bi̇r …,2023-10-18,2023,2025-01-21,2023-10-18,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023010155A1,Radar test si̇mülatörü kali̇brasyon yöntemi̇ ve bu yönteme uygun çalişan bi̇r …,2023-08-21,2023,2024-11-21,2023-08-21,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023011824A1,Toplu taşima araçlarinda balikgözü mercekli̇ kameralar i̇le yoğunluk tespi̇t …,2023-09-22,2023,2025-04-21,2023-09-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023018154A1,Askeri̇ ve aci̇l durum operasyon eki̇pleri̇ni̇n durumsal farkindaliği i̇çi̇n bi …,2023-12-22,2023,2025-07-21,2023-12-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023011844A1,Balikgözü şoför kameralarindan trafi̇k işiği i̇hlalleri̇ni̇n otomati̇k tespi̇ti …,2023-09-22,2023,2025-04-21,2023-09-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023018144A1,Ultra geni̇ş bant (ugb) destekli̇ yük tespi̇t ve konumlandirma yöntemi̇,2023-12-22,2023,2025-07-21,2023-12-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023016722A1,Askeri̇ eki̇pler i̇çi̇n modüler bi̇r durumsal farkindalik si̇stemi̇,2023-12-07,2023,2025-02-21,2023-12-07,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023013307A2,Bi̇li̇nen konumlara sahi̇p işik kaynaklarinin kameradan tespi̇t edi̇lerek …,2023-10-18,2023,2024-02-21,2023-10-18,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023015513A1,Kamera görüntüleri̇ üzeri̇nden i̇nsansiz hava aracinin konumunu beli̇rleme …,2023-11-22,2023,2025-06-23,2023-11-22,Anonim,Sirketi
SAVUNMA,HAVELSAN,TR2023015424A1,Sabi̇t odakli kamera i̇le mesafe tahmi̇ni̇ne dayali yön bağimsiz hiz tespi̇ti̇,2023-11-21,2023,2025-06-23,2023-11-21,Anonim,Sirketi
SAVUNMA,BAYKAR,TR2024000969A2,Çoklu ti̇p parça döndürme maki̇nesi̇,2024-01-26,2024,2025-08-21,2024-01-26,Ltd,Sirketi
SAVUNMA,BAYKAR,TR201601732A2,Üç Yedekli Uçuş Kontrol Sistemi,2016-02-10,2016,2017-04-21,2016-02-10,Anonim,Sirketi
SIVIL,FORD_OTOSAN,TR201620208A1,Kompakt ti̇treşi̇m ve gürültü hari̇talandirma si̇stemi̇ ve yöntemi̇,2016-12-30,2016,2018-07-23,2016-12-30,Sanayi,As
SIVIL,FORD_OTOSAN,TR201619818A2,Kayar kapi basamaği mekani̇zmasi,2016-12-28,2016,2018-07-23,2016-12-28,Sanayi,As
SIVIL,FORD_OTOSAN,TR201618641A2,Kademeli̇ kariştirici,2016-12-15,2016,2018-07-23,2016-12-15,Sanayi,As
SIVIL,FORD_OTOSAN,TR201606617T1,Katmanli isil bari̇yer kaplamasi ve kaplama yöntemi̇,2014-11-17,2014,2017-08-21,2013-11-18,Sanayi,As
SIVIL,FORD_OTOSAN,TR201705816A2,Bi̇r ti̇treşi̇m ve gürültü karakteri̇sti̇ği̇ ölçüm si̇stem ve yöntemi̇,2017-04-19,2017,2018-10-22,2017-04-19,Sanayi,As
SIVIL,FORD_OTOSAN,TR201615225T1,Supap zamanlama si̇stemi̇,2015-04-24,2015,2017-08-21,2014-04-29,Sanayi,As
SIVIL,FORD_OTOSAN,TR200901546T1,Bîr marş motoru koruma yöntemi.,2007-09-05,2007,2009-07-21,2006-09-05,Sanayi̇,A.Ş.
SIVIL,FORD_OTOSAN,TR200901735T1,LED aydınlatmalı gösterge paneli.,2007-09-14,2007,2009-07-21,2006-09-15,Sanay�,A.�.
SIVIL,FORD_OTOSAN,TR201000159T1,Bir marş sistemi.,2008-06-24,2008,2010-06-21,2007-07-23,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201000585T1,Sesli kontrol sistemi.,2008-08-18,2008,2010-06-21,2007-08-22,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201712580A2,Bi̇r ki̇li̇t mekani̇zmasi,2017-08-23,2017,2019-03-21,2017-08-23,Sanayi,As
SIVIL,FORD_OTOSAN,TR201619990A2,Bütünleşi̇k atik isi geri̇ kazanim ve yakit hücresi̇ si̇stemi̇,2016-12-29,2016,2018-07-23,2016-12-29,Sanayi,As
SIVIL,FORD_OTOSAN,TR201617546A2,Bi̇r ji̇roskopi̇k araç koltuğu yapisi,2016-11-30,2016,2018-06-21,2016-11-30,Sanayi,As
SIVIL,FORD_OTOSAN,TR201513699A2,Ariza tespi̇ti̇ yapilabi̇len bi̇r gps akti̇f anten si̇stemi̇,2015-11-03,2015,2017-05-22,2015-11-03,Sanayi,As
SIVIL,FORD_OTOSAN,TR201510350A2,Sökülebi̇li̇r basamak kapaği,2015-08-21,2015,2017-03-21,2015-08-21,Sanayi,As
SIVIL,FORD_OTOSAN,TR201509225A2,Egr soğutma si̇stemi̇ ve yöntemi̇,2015-07-27,2015,2017-02-21,2015-07-27,Sanayi,As
SIVIL,FORD_OTOSAN,TR201509267A2,Robot uç deği̇şti̇rme i̇stasyonu,2015-07-27,2015,2017-02-21,2015-07-27,Sanayi,As
SIVIL,FORD_OTOSAN,TR201714018A2,Soğutmali retarder si̇stemi̇,2017-09-21,2017,2019-04-22,2017-09-21,Sanayi,As
SIVIL,FORD_OTOSAN,TR201717991A2,Bi̇r kabi̇n i̇çi̇ baş üstü konsolu,2017-11-15,2017,2019-06-21,2017-11-15,Sanayi,As
SIVIL,FORD_OTOSAN,TR201720353A2,Bi̇r ayarlanabi̇li̇r panjur mekani̇zmasi,2017-12-14,2017,2019-07-22,2017-12-14,Sanayi,As
SIVIL,FORD_OTOSAN,TR201516344A2,Araçlar i̇çi̇n bi̇r emni̇yet kemerli̇ yatak si̇stemi̇,2015-12-18,2015,2017-07-21,2015-12-18,Sanayi,As
SIVIL,FORD_OTOSAN,TR201720332A2,Bi̇r külbütör mekani̇zmasi,2017-12-14,2017,2019-07-22,2017-12-14,Sanayi,As
SIVIL,FORD_OTOSAN,TR201615800A2,Kabi̇nli̇ araçlar i̇çi̇n katlanabi̇li̇r yatak ve yatak storaji,2016-11-04,2016,2018-05-21,2016-11-04,Sanayi,As
SIVIL,FORD_OTOSAN,TR201717229A2,Araçlar i̇çi̇n hava kaçak ve rüzgar gürültüsü ölçüm si̇stemi̇,2017-11-03,2017,2019-05-21,2017-11-03,Sanayi,As
SIVIL,FORD_OTOSAN,TR201509379A2,Bi̇r kabi̇n ki̇li̇t mekani̇zmasi,2015-07-29,2015,2017-02-21,2015-07-29,Sanayi,As
SIVIL,FORD_OTOSAN,TR201407630A2,Bir kaplama sistemi ve yöntemi.,2014-06-30,2014,2016-01-21,2014-06-30,Sanayi,As
SIVIL,FORD_OTOSAN,TR201710821A2,Ayrilabi̇len bi̇r taşima arabasi,2017-07-25,2017,2019-02-21,2017-07-25,Sanayi,As
SIVIL,FORD_OTOSAN,TR201717449A2,Bi̇r geri̇ dönüş hat komplesi̇,2017-11-07,2017,2019-05-21,2017-11-07,Sanayi,As
SIVIL,FORD_OTOSAN,TR201516695A2,Süspansi̇yon si̇stemi̇,2015-12-23,2015,2017-07-21,2015-12-23,Sanayi,As
SIVIL,FORD_OTOSAN,TR201617620A2,Arka süspansi̇yon yükünden dorse durum tahmi̇n yöntemi̇,2016-12-01,2016,2018-06-21,2016-12-01,Sanayi,As
SIVIL,FORD_OTOSAN,TR201517029A2,Bi̇r tampon komplesi̇,2015-12-28,2015,2017-07-21,2015-12-28,Sanayi,As
SIVIL,FORD_OTOSAN,TR202006619A2,Bi̇r akişkan parçalayici,2020-04-28,2020,2021-11-22,2020-04-28,Sanayi,As
SIVIL,FORD_OTOSAN,TR201000584T1,Bir kilit sistemi.,2008-08-15,2008,2010-07-21,2007-08-28,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201000161T1,Bir araç kapısına yönelik bir kilit sistemi.,2008-06-23,2008,2010-05-21,2007-07-23,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708909A2,Soğutma modülü bağlantı braket seti.,2007-12-25,2007,2009-07-21,2007-12-25,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200707960A2,Bir araç tanıma ve bilgi sistemi,2007-11-19,2007,2009-06-22,2007-11-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200900109T1,Bir güvenlik sistemi,2007-07-11,2007,2009-05-21,2006-07-13,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200805266A1,Bir teleskopik basamak,2008-07-16,2008,2010-02-22,2008-07-16,Anonim,Şirketi
SIVIL,FORD_OTOSAN,TR200805553A2,Kabin ön süspansiyon mekanizması,2008-07-28,2008,2010-02-22,2008-07-28,Anonim,Şirketi
SIVIL,FORD_OTOSAN,TR200809164A2,Bir yastıklama plakası,2008-11-28,2008,2010-06-21,2008-11-28,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200807149A2,Bir ısı kalkanı,2008-09-19,2008,2010-04-21,2008-09-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201009346A2,Kasa kapağına sahip bir ticari araç.,2010-11-10,2010,2012-05-21,2010-11-10,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200705536U,Bir elektromekanik montaj komplesi.,2007-08-09,2007,2009-02-23,2007-08-09,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201007231A2,Çift kilitlemeli tırnak bağlantısı,2010-08-31,2010,2012-03-21,2010-08-31,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR200708859A2,Elektronik denge programı.,2007-12-19,2007,2009-07-21,2007-12-19,Anoni̇m,Şi̇rketi̇
SIVIL,FORD_OTOSAN,TR201104618A2,Bir kam komplesi.,2011-05-11,2011,2012-11-21,2011-05-11,Anoni̇m,Şi̇rketi̇
